instant_hour,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,instant_day,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,demand_cluster
8255,2011-12-15,Winter,0,December,14,No,Thursday,Working Day,Misty/Cloudy,21.32,25.0,52.0,22.0,8,124,132,349,Winter,2011,December,No,Thursday,Working Day,Misty/Cloudy,17.32,20.61,63.42,17.96,181,3528,3709,Low Demand
8256,2011-12-15,Winter,0,December,15,No,Thursday,Working Day,Light Snow/Rain,21.32,25.0,55.0,15.0,6,76,82,349,Winter,2011,December,No,Thursday,Working Day,Misty/Cloudy,17.32,20.61,63.42,17.96,181,3528,3709,Low Demand
8257,2011-12-15,Winter,0,December,16,No,Thursday,Working Day,Light Snow/Rain,18.86,22.72,72.0,11.0,7,124,131,349,Winter,2011,December,No,Thursday,Working Day,Misty/Cloudy,17.32,20.61,63.42,17.96,181,3528,3709,Low Demand
8258,2011-12-15,Winter,0,December,17,No,Thursday,Working Day,Misty/Cloudy,21.32,25.0,59.0,19.0,14,310,324,349,Winter,2011,December,No,Thursday,Working Day,Misty/Cloudy,17.32,20.61,63.42,17.96,181,3528,3709,Low Demand
8259,2011-12-15,Winter,0,December,18,No,Thursday,Working Day,Misty/Cloudy,21.32,25.0,59.0,20.0,14,363,377,349,Winter,2011,December,No,Thursday,Working Day,Misty/Cloudy,17.32,20.61,63.42,17.96,181,3528,3709,Low Demand
8260,2011-12-15,Winter,0,December,19,No,Thursday,Working Day,Misty/Cloudy,21.32,25.0,59.0,19.0,13,274,287,349,Winter,2011,December,No,Thursday,Working Day,Misty/Cloudy,17.32,20.61,63.42,17.96,181,3528,3709,Low Demand
8261,2011-12-15,Winter,0,December,20,No,Thursday,Working Day,Clear/Partly Cloudy,21.32,25.0,59.0,22.0,12,209,221,349,Winter,2011,December,No,Thursday,Working Day,Misty/Cloudy,17.32,20.61,63.42,17.96,181,3528,3709,Low Demand
8262,2011-12-15,Winter,0,December,21,No,Thursday,Working Day,Clear/Partly Cloudy,20.5,24.24,63.0,20.0,10,145,155,349,Winter,2011,December,No,Thursday,Working Day,Misty/Cloudy,17.32,20.61,63.42,17.96,181,3528,3709,Low Demand
8263,2011-12-15,Winter,0,December,22,No,Thursday,Working Day,Clear/Partly Cloudy,21.32,25.0,63.0,22.0,8,116,124,349,Winter,2011,December,No,Thursday,Working Day,Misty/Cloudy,17.32,20.61,63.42,17.96,181,3528,3709,Low Demand
8264,2011-12-15,Winter,0,December,23,No,Thursday,Working Day,Clear/Partly Cloudy,21.32,25.0,63.0,22.0,10,104,114,349,Winter,2011,December,No,Thursday,Working Day,Misty/Cloudy,17.32,20.61,63.42,17.96,181,3528,3709,Low Demand
8265,2011-12-16,Winter,0,December,0,No,Friday,Working Day,Clear/Partly Cloudy,20.5,24.24,72.0,22.0,12,60,72,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8266,2011-12-16,Winter,0,December,1,No,Friday,Working Day,Clear/Partly Cloudy,20.5,24.24,72.0,15.0,3,28,31,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8267,2011-12-16,Winter,0,December,2,No,Friday,Working Day,Clear/Partly Cloudy,19.68,23.48,77.0,7.0,0,23,23,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8268,2011-12-16,Winter,0,December,3,No,Friday,Working Day,Clear/Partly Cloudy,18.86,22.72,82.0,9.0,2,3,5,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8269,2011-12-16,Winter,0,December,4,No,Friday,Working Day,Misty/Cloudy,20.5,24.24,59.0,13.0,1,4,5,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8270,2011-12-16,Winter,0,December,5,No,Friday,Working Day,Clear/Partly Cloudy,19.68,23.48,44.0,26.0,0,26,26,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8271,2011-12-16,Winter,0,December,6,No,Friday,Working Day,Misty/Cloudy,18.04,21.97,33.0,20.0,2,80,82,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8272,2011-12-16,Winter,0,December,7,No,Friday,Working Day,Misty/Cloudy,15.58,19.7,46.0,20.0,5,226,231,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8273,2011-12-16,Winter,0,December,8,No,Friday,Working Day,Clear/Partly Cloudy,14.76,16.66,46.0,28.0,10,449,459,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8274,2011-12-16,Winter,0,December,9,No,Friday,Working Day,Clear/Partly Cloudy,14.76,16.66,46.0,26.0,8,235,243,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8275,2011-12-16,Winter,0,December,10,No,Friday,Working Day,Clear/Partly Cloudy,13.94,15.15,46.0,20.0,10,122,132,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8276,2011-12-16,Winter,0,December,11,No,Friday,Working Day,Misty/Cloudy,13.94,15.15,42.0,20.0,9,135,144,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8277,2011-12-16,Winter,0,December,12,No,Friday,Working Day,Misty/Cloudy,13.94,15.15,42.0,24.0,10,163,173,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8278,2011-12-16,Winter,0,December,13,No,Friday,Working Day,Misty/Cloudy,13.94,15.15,39.0,24.0,12,125,137,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8279,2011-12-16,Winter,0,December,14,No,Friday,Working Day,Misty/Cloudy,13.94,15.91,42.0,15.0,13,115,128,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8280,2011-12-16,Winter,0,December,15,No,Friday,Working Day,Misty/Cloudy,13.12,15.15,45.0,20.0,12,141,153,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8281,2011-12-16,Winter,0,December,16,No,Friday,Working Day,Misty/Cloudy,13.12,15.15,45.0,15.0,12,212,224,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8282,2011-12-16,Winter,0,December,17,No,Friday,Working Day,Misty/Cloudy,13.12,15.15,45.0,19.0,13,352,365,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8283,2011-12-16,Winter,0,December,18,No,Friday,Working Day,Misty/Cloudy,13.12,15.15,45.0,17.0,10,285,295,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8284,2011-12-16,Winter,0,December,19,No,Friday,Working Day,Misty/Cloudy,13.12,15.15,45.0,15.0,11,203,214,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8285,2011-12-16,Winter,0,December,20,No,Friday,Working Day,Misty/Cloudy,13.12,15.91,45.0,13.0,6,146,152,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8286,2011-12-16,Winter,0,December,21,No,Friday,Working Day,Misty/Cloudy,13.12,15.91,45.0,11.0,7,95,102,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8287,2011-12-16,Winter,0,December,22,No,Friday,Working Day,Misty/Cloudy,12.3,15.15,49.0,11.0,6,100,106,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8288,2011-12-16,Winter,0,December,23,No,Friday,Working Day,Misty/Cloudy,12.3,15.15,49.0,9.0,4,71,75,350,Winter,2011,December,No,Friday,Working Day,Misty/Cloudy,15.38,17.99,50.04,17.46,178,3399,3577,Low Demand
8289,2011-12-17,Winter,0,December,0,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,12.3,14.4,49.0,19.0,3,59,62,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8290,2011-12-17,Winter,0,December,1,No,Saturday,Weekend/Holiday,Misty/Cloudy,12.3,14.4,52.0,17.0,4,39,43,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8291,2011-12-17,Winter,0,December,2,No,Saturday,Weekend/Holiday,Misty/Cloudy,11.48,13.64,56.0,15.0,11,47,58,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8292,2011-12-17,Winter,0,December,3,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,10.66,12.88,60.0,13.0,4,22,26,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8293,2011-12-17,Winter,0,December,4,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,9.84,12.12,65.0,11.0,0,9,9,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8294,2011-12-17,Winter,0,December,5,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.66,12.88,60.0,13.0,2,7,9,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8295,2011-12-17,Winter,0,December,6,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.66,12.12,56.0,19.0,0,17,17,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8296,2011-12-17,Winter,0,December,7,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.66,12.88,56.0,15.0,0,20,20,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8297,2011-12-17,Winter,0,December,8,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.66,12.88,56.0,15.0,4,55,59,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8298,2011-12-17,Winter,0,December,9,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.66,12.12,56.0,17.0,5,95,100,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8299,2011-12-17,Winter,0,December,10,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.66,12.12,52.0,19.0,10,171,181,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8300,2011-12-17,Winter,0,December,11,No,Saturday,Weekend/Holiday,Misty/Cloudy,11.48,12.88,45.0,22.0,21,188,209,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8301,2011-12-17,Winter,0,December,12,No,Saturday,Weekend/Holiday,Misty/Cloudy,11.48,12.88,45.0,19.0,28,216,244,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8302,2011-12-17,Winter,0,December,13,No,Saturday,Weekend/Holiday,Misty/Cloudy,11.48,13.64,48.0,17.0,32,204,236,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8303,2011-12-17,Winter,0,December,14,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,11.48,12.88,45.0,24.0,30,207,237,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8304,2011-12-17,Winter,0,December,15,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,11.48,12.88,45.0,19.0,33,195,228,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8305,2011-12-17,Winter,0,December,16,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,11.48,13.64,45.0,15.0,30,192,222,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8306,2011-12-17,Winter,0,December,17,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,10.66,12.88,48.0,15.0,12,153,165,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8307,2011-12-17,Winter,0,December,18,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,10.66,11.36,48.0,26.0,7,150,157,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8308,2011-12-17,Winter,0,December,19,No,Saturday,Weekend/Holiday,Light Snow/Rain,9.84,10.6,65.0,22.0,11,95,106,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8309,2011-12-17,Winter,0,December,20,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,9.02,10.6,69.0,17.0,7,99,106,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8310,2011-12-17,Winter,0,December,21,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,8.2,10.6,75.0,11.0,8,88,96,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8311,2011-12-17,Winter,0,December,22,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,8.2,10.6,75.0,11.0,7,73,80,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8312,2011-12-17,Winter,0,December,23,No,Saturday,Weekend/Holiday,Clear/Partly Cloudy,8.2,11.36,75.0,0.0,6,63,69,351,Winter,2011,December,No,Saturday,Weekend/Holiday,Misty/Cloudy,10.59,12.47,56.08,16.29,275,2464,2739,Low Demand
8313,2011-12-18,Winter,0,December,0,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,8.2,10.6,75.0,9.0,7,64,71,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8314,2011-12-18,Winter,0,December,1,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,8.2,11.36,69.0,7.0,3,43,46,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8315,2011-12-18,Winter,0,December,2,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.02,12.12,55.0,7.0,2,39,41,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8316,2011-12-18,Winter,0,December,3,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.02,10.6,55.0,15.0,2,16,18,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8317,2011-12-18,Winter,0,December,4,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.02,10.6,55.0,15.0,0,1,1,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8318,2011-12-18,Winter,0,December,5,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,8.2,11.36,59.0,7.0,1,4,5,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8319,2011-12-18,Winter,0,December,6,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,8.2,10.6,59.0,9.0,0,3,3,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8320,2011-12-18,Winter,0,December,7,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,8.2,10.6,59.0,11.0,1,11,12,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8321,2011-12-18,Winter,0,December,8,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,8.2,12.88,69.0,0.0,1,31,32,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8322,2011-12-18,Winter,0,December,9,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.02,11.36,64.0,11.0,6,75,81,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8323,2011-12-18,Winter,0,December,10,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.84,11.36,60.0,17.0,7,122,129,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8324,2011-12-18,Winter,0,December,11,No,Sunday,Weekend/Holiday,Misty/Cloudy,9.84,11.36,60.0,15.0,20,168,188,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8325,2011-12-18,Winter,0,December,12,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,10.66,12.88,60.0,15.0,26,202,228,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8326,2011-12-18,Winter,0,December,13,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,12.3,13.64,49.0,20.0,18,210,228,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8327,2011-12-18,Winter,0,December,14,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,12.3,14.4,49.0,19.0,19,200,219,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8328,2011-12-18,Winter,0,December,15,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,13.12,15.15,45.0,19.0,23,184,207,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8329,2011-12-18,Winter,0,December,16,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,11.48,13.64,48.0,17.0,27,207,234,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8330,2011-12-18,Winter,0,December,17,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,11.48,13.64,46.0,11.0,10,126,136,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8331,2011-12-18,Winter,0,December,18,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,11.48,13.64,45.0,13.0,15,123,138,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8332,2011-12-18,Winter,0,December,19,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,10.66,13.64,52.0,9.0,5,130,135,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8333,2011-12-18,Winter,0,December,20,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.84,12.88,60.0,7.0,10,94,104,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8334,2011-12-18,Winter,0,December,21,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.02,13.64,64.0,0.0,9,80,89,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8335,2011-12-18,Winter,0,December,22,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.02,11.36,75.0,13.0,2,47,49,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8336,2011-12-18,Winter,0,December,23,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,8.2,11.36,75.0,7.0,6,31,37,352,Winter,2011,December,No,Sunday,Weekend/Holiday,Clear/Partly Cloudy,9.77,12.28,58.63,11.38,220,2211,2431,Low Demand
8337,2011-12-19,Winter,0,December,0,No,Monday,Working Day,Clear/Partly Cloudy,8.2,11.36,75.0,6.0,3,14,17,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8338,2011-12-19,Winter,0,December,1,No,Monday,Working Day,Clear/Partly Cloudy,7.38,10.6,80.0,6.0,3,8,11,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8339,2011-12-19,Winter,0,December,2,No,Monday,Working Day,Clear/Partly Cloudy,7.38,10.6,80.0,6.0,0,3,3,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8340,2011-12-19,Winter,0,December,3,No,Monday,Working Day,Clear/Partly Cloudy,6.56,9.85,86.0,6.0,0,3,3,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8341,2011-12-19,Winter,0,December,4,No,Monday,Working Day,Clear/Partly Cloudy,6.56,9.09,86.0,9.0,0,4,4,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8342,2011-12-19,Winter,0,December,5,No,Monday,Working Day,Clear/Partly Cloudy,5.74,8.33,93.0,7.0,0,21,21,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8343,2011-12-19,Winter,0,December,6,No,Monday,Working Day,Clear/Partly Cloudy,6.56,9.09,86.0,7.0,0,68,68,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8344,2011-12-19,Winter,0,December,7,No,Monday,Working Day,Clear/Partly Cloudy,7.38,10.6,74.0,7.0,4,187,191,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8345,2011-12-19,Winter,0,December,8,No,Monday,Working Day,Clear/Partly Cloudy,8.2,9.85,75.0,13.0,8,389,397,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8346,2011-12-19,Winter,0,December,9,No,Monday,Working Day,Clear/Partly Cloudy,9.02,10.6,69.0,15.0,17,166,183,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8347,2011-12-19,Winter,0,December,10,No,Monday,Working Day,Clear/Partly Cloudy,9.84,11.36,67.0,13.0,12,96,108,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8348,2011-12-19,Winter,0,December,11,No,Monday,Working Day,Clear/Partly Cloudy,10.66,12.12,65.0,17.0,22,105,127,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8349,2011-12-19,Winter,0,December,12,No,Monday,Working Day,Clear/Partly Cloudy,12.3,13.64,61.0,22.0,13,128,141,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8350,2011-12-19,Winter,0,December,13,No,Monday,Working Day,Clear/Partly Cloudy,13.94,15.15,49.0,22.0,15,127,142,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8351,2011-12-19,Winter,0,December,14,No,Monday,Working Day,Clear/Partly Cloudy,14.76,17.42,46.0,15.0,30,107,137,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8352,2011-12-19,Winter,0,December,15,No,Monday,Working Day,Clear/Partly Cloudy,15.58,19.7,46.0,11.0,24,135,159,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8353,2011-12-19,Winter,0,December,16,No,Monday,Working Day,Clear/Partly Cloudy,16.4,20.46,40.0,17.0,19,189,208,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
8354,2011-12-19,Winter,0,December,17,No,Monday,Working Day,Clear/Partly Cloudy,15.58,19.7,46.0,13.0,16,362,378,353,Winter,2011,December,No,Monday,Working Day,Clear/Partly Cloudy,11.34,14.05,63.75,11.58,260,3143,3403,Low Demand
